订单,活动,物料,工序短文本,标准值1,标准值2,标准值3
100000696505,0030,M0106-302723,五轴加工中心DMU50C(北京),0.100,0.267,1.107
100000696505,0035,M0106-302723,五轴加工中心DMU50C(北京),0.433,0.600,0.489
100000696508,0030,M0101-3555,五轴加工中心DMU50C(北京),0.059,0.159,0.300
100000696508,0035,M0101-3555,五轴加工中心DMU50C(北京),0.025,0.242,0.280
100000696512,0030,M0101-3555,五轴加工中心DMU50C(北京),0.059,0.159,0.300
100000696512,0035,M0101-3555,五轴加工中心DMU50C(北京),0.025,0.242,0.280
100000696519,0045,M0106-303525,五轴加工中心DMU50C(北京),0.267,0.317,7.300
100000696532,0030,M0106-006154,五轴加工中心DMU50C(北京),0.340,0.170,3.867
100000696532,0035,M0106-006154,五轴加工中心DMU50C(北京),0.630,0.110,5.200
100000696534,0010,M0101-7936,五轴加工中心DMU50C(北京),0.450,0.150,0.615
100000696535,0010,M0101-7936,五轴加工中心DMU50C(北京),0.450,0.150,0.615
100000696609,0010,M0101-7935,五轴加工中心DMU50C(北京),0.450,0.167,3.008
100000696609,0015,M0101-7935,五轴加工中心DMU50C(北京),0.450,0.150,0.240
100000696610,0010,M0101-7935,五轴加工中心DMU50C(北京),0.450,0.167,3.008
100000696610,0015,M0101-7935,五轴加工中心DMU50C(北京),0.450,0.150,0.240
100000696635,0040,M0209-300131,五轴加工中心DMU50C(北京),0.500,0.200,1
100000696673,0030,M0101-6010,五轴加工中心DMU50C(北京),0.133,0.225,0.045
100000696688,0030,M0101-8957,五轴加工中心DMU50C(北京),0.283,0.275,0.100
100000696713,0030,M0101-8957,五轴加工中心DMU50C(北京),0.283,0.275,0.100
300000001076,0655,A66666,五轴加工中心DMU50C(北京),0.500,0.100,0.400
300000001746,0005,A66666,五轴加工中心DMU50C(北京),0.133,0.150,0.319
300000001746,0010,A66666,五轴加工中心DMU50C(北京),0.208,0.225,0.658
300000001746,0015,A66666,五轴加工中心DMU50C(北京),0.133,0.108,0.011
300000001746,0020,A66666,五轴加工中心DMU50C(北京),0.208,0.267,1.303
300000001746,0025,A66666,五轴加工中心DMU50C(北京),0.200,0.300,0.078
300000001746,0030,A66666,五轴加工中心DMU50C(北京),0.200,0.517,0.846
300000001746,0035,A66666,五轴加工中心DMU50C(北京),0.200,0.267,0.213
300000002085,0005,A66666,五轴加工中心DMU50C(北京),0.133,0.150,0.319
300000002085,0010,A66666,五轴加工中心DMU50C(北京),0.208,0.225,0.658
300000002085,0015,A66666,五轴加工中心DMU50C(北京),0.133,0.108,0.011
300000002085,0020,A66666,五轴加工中心DMU50C(北京),0.208,0.267,1.303
300000002085,0025,A66666,五轴加工中心DMU50C(北京),0.200,0.300,0.078
300000002085,0030,A66666,五轴加工中心DMU50C(北京),0.200,0.517,0.846
300000002085,0035,A66666,五轴加工中心DMU50C(北京),0.200,0.267,0.464
300000002086,0005,A66666,五轴加工中心DMU50C(北京),0.133,0.150,0.319
300000002086,0010,A66666,五轴加工中心DMU50C(北京),0.208,0.225,0.658
300000002086,0015,A66666,五轴加工中心DMU50C(北京),0.133,0.108,0.011
300000002086,0020,A66666,五轴加工中心DMU50C(北京),0.208,0.267,1.303
300000002086,0025,A66666,五轴加工中心DMU50C(北京),0.200,0.300,0.078
300000002086,0030,A66666,五轴加工中心DMU50C(北京),0.200,0.517,0.846
300000002086,0035,A66666,五轴加工中心DMU50C(北京),0.200,0.267,0.464
300000002087,0005,A66666,五轴加工中心DMU50C(北京),0.133,0.150,0.319
300000002087,0010,A66666,五轴加工中心DMU50C(北京),0.208,0.225,0.658
300000002087,0015,A66666,五轴加工中心DMU50C(北京),0.133,0.108,0.011
300000002087,0020,A66666,五轴加工中心DMU50C(北京),0.208,0.267,1.303
300000002087,0025,A66666,五轴加工中心DMU50C(北京),0.200,0.300,0.078
300000002087,0030,A66666,五轴加工中心DMU50C(北京),0.200,0.517,0.846
300000002087,0035,A66666,五轴加工中心DMU50C(北京),0.200,0.267,0.464
300000002088,0005,A66666,五轴加工中心DMU50C(北京),0.133,0.150,0.319
300000002088,0010,A66666,五轴加工中心DMU50C(北京),0.208,0.225,0.658
300000002088,0015,A66666,五轴加工中心DMU50C(北京),0.133,0.108,0.011
300000002088,0020,A66666,五轴加工中心DMU50C(北京),0.208,0.267,1.303
300000002088,0025,A66666,五轴加工中心DMU50C(北京),0.200,0.300,0.078
300000002088,0030,A66666,五轴加工中心DMU50C(北京),0.200,0.517,0.846
300000002088,0035,A66666,五轴加工中心DMU50C(北京),0.200,0.267,0.464
300000002089,0005,A66666,五轴加工中心DMU50C(北京),0.133,0.150,0.319
300000002089,0010,A66666,五轴加工中心DMU50C(北京),0.208,0.225,0.658
300000002089,0015,A66666,五轴加工中心DMU50C(北京),0.133,0.108,0.011
300000002089,0020,A66666,五轴加工中心DMU50C(北京),0.208,0.267,1.303
300000002089,0025,A66666,五轴加工中心DMU50C(北京),0.200,0.300,0.078
300000002089,0030,A66666,五轴加工中心DMU50C(北京),0.200,0.517,0.846
300000002089,0035,A66666,五轴加工中心DMU50C(北京),0.200,0.267,0.464
300000002335,0005,A66666,五轴加工中心DMU50C(北京),0.300,0.300,0.800
300000002335,0010,A66666,五轴加工中心DMU50C(北京),0.350,0.350,2.800
300000002335,0015,A66666,五轴加工中心DMU50C(北京),0.350,0.350,0.583
300000005582,0055,A66666,五轴加工中心DMU50C(北京),0.125,0.117,1.641
300000005790,0210,A66666,五轴加工中心DMU50C(北京),0.050,0.392,4.572
300000005790,0215,A66666,五轴加工中心DMU50C(北京),0.050,0.467,1.634
300000005791,0210,A66666,五轴加工中心DMU50C(北京),0.050,0.392,4.572
300000005791,0215,A66666,五轴加工中心DMU50C(北京),0.050,0.467,1.634
300000005792,0210,A66666,五轴加工中心DMU50C(北京),0.050,0.392,4.572
300000005792,0215,A66666,五轴加工中心DMU50C(北京),0.050,0.467,1.634
300000005793,0210,A66666,五轴加工中心DMU50C(北京),0.050,0.392,4.572
300000005793,0215,A66666,五轴加工中心DMU50C(北京),0.050,0.467,1.634
300000005794,0210,A66666,五轴加工中心DMU50C(北京),0.050,0.392,4.572
300000005794,0215,A66666,五轴加工中心DMU50C(北京),0.050,0.467,1.634
300000005795,0210,A66666,五轴加工中心DMU50C(北京),0.050,0.392,4.572
300000005795,0215,A66666,五轴加工中心DMU50C(北京),0.050,0.467,1.634
300000005796,0210,A66666,五轴加工中心DMU50C(北京),0.050,0.392,4.572
300000005796,0215,A66666,五轴加工中心DMU50C(北京),0.050,0.467,1.634
300000005797,0210,A66666,五轴加工中心DMU50C(北京),0.050,0.392,4.572
300000005797,0215,A66666,五轴加工中心DMU50C(北京),0.050,0.467,1.634
300000005798,0210,A66666,五轴加工中心DMU50C(北京),0.050,0.392,4.572
300000005798,0215,A66666,五轴加工中心DMU50C(北京),0.050,0.467,1.634
300000005799,0210,A66666,五轴加工中心DMU50C(北京),0.050,0.392,4.572
300000005799,0215,A66666,五轴加工中心DMU50C(北京),0.050,0.467,1.634
300000005800,0210,A66666,五轴加工中心DMU50C(北京),0.050,0.392,4.572
300000005800,0215,A66666,五轴加工中心DMU50C(北京),0.050,0.467,1.634
300000005801,0210,A66666,五轴加工中心DMU50C(北京),0.050,0.392,4.572
300000005801,0215,A66666,五轴加工中心DMU50C(北京),0.050,0.467,1.634
300000005802,0210,A66666,五轴加工中心DMU50C(北京),0.050,0.392,4.572
300000005802,0215,A66666,五轴加工中心DMU50C(北京),0.050,0.467,1.634
300000005803,0210,A66666,五轴加工中心DMU50C(北京),0.050,0.392,4.572
300000005803,0215,A66666,五轴加工中心DMU50C(北京),0.050,0.467,1.634
300000005804,0210,A66666,五轴加工中心DMU50C(北京),0.050,0.392,4.572
300000005804,0215,A66666,五轴加工中心DMU50C(北京),0.050,0.467,1.634
300000005805,0210,A66666,五轴加工中心DMU50C(北京),0.050,0.392,4.572
300000005805,0215,A66666,五轴加工中心DMU50C(北京),0.050,0.467,1.634
300000005808,0210,A66666,五轴加工中心DMU50C(北京),0.050,0.392,4.572
300000005808,0215,A66666,五轴加工中心DMU50C(北京),0.050,0.467,1.634
300000005809,0210,A66666,五轴加工中心DMU50C(北京),0.050,0.392,4.572
300000005809,0215,A66666,五轴加工中心DMU50C(北京),0.050,0.467,1.634
300000005810,0210,A66666,五轴加工中心DMU50C(北京),0.050,0.392,4.572
300000005810,0215,A66666,五轴加工中心DMU50C(北京),0.050,0.467,1.634
300000005811,0210,A66666,五轴加工中心DMU50C(北京),0.050,0.392,4.572
300000005811,0215,A66666,五轴加工中心DMU50C(北京),0.050,0.467,1.634
400000000160,2118,M0106-009688,五轴加工中心DMU50C(北京),0.010,0,0
400000000160,2119,M0106-009688,五轴加工中心DMU50C(北京),0.010,0.973,18.478
400000000169,0040,M0106-010796,五轴加工中心DMU50C(北京),0.300,0.045,0.855
400000000171,0240,M1002-000544,五轴加工中心DMU50C(北京),0.400,0.083,1.568
400000000171,2030,M1002-000544,五轴加工中心DMU50C(北京),0.400,0.020,0.380
400000001247,0030,M0201-300895,五轴加工中心DMU50C(北京),0.500,0.500,1.200
400000001248,0030,M0201-300895,五轴加工中心DMU50C(北京),0.500,0.500,1.200
400000001377,0430,M0108-300357,五轴加工中心DMU50C(北京),0.300,0.350,1.100
400000001378,0430,M0108-300357,五轴加工中心DMU50C(北京),0.300,0.350,1.100
400000001691,0020,M0106-011904,五轴加工中心DMU50C(北京),0.400,0.150,3
400000001691,0305,M0106-011904,五轴加工中心DMU50C(北京),0.400,0.150,0.250
400000001692,0020,M0106-011904,五轴加工中心DMU50C(北京),0.400,0.150,3
400000001692,0305,M0106-011904,五轴加工中心DMU50C(北京),0.400,0.150,0.250
400000001751,0030,M0201-300895,五轴加工中心DMU50C(北京),0.500,0.500,3
400000001752,0030,M0201-300895,五轴加工中心DMU50C(北京),0.500,0.500,3
400000001753,0030,M0201-300895,五轴加工中心DMU50C(北京),0.500,0.500,3
400000001754,0030,M0201-300895,五轴加工中心DMU50C(北京),0.500,0.500,3
400000001755,0030,M0201-300895,五轴加工中心DMU50C(北京),0.500,0.500,3
400000001822,0330,M0106-301609,五轴加工中心DMU50C(北京),0.500,0,1.500
400000001842,0040,M0106-300442,五轴加工中心DMU50C(北京),0.400,0.100,3.400
400000001843,0040,M0106-300442,五轴加工中心DMU50C(北京),0.400,0.100,3.400
400000002010,0235,M0106-008793,五轴加工中心DMU50C(北京),0.658,0.283,18.200
400000002013,0005,M0108-101139,五轴加工中心DMU50C(北京),0.392,0.167,0.149
400000002013,0010,M0108-101139,五轴加工中心DMU50C(北京),0.058,0.167,0.492
400000002013,0045,M0108-101139,五轴加工中心DMU50C(北京),0.392,0.242,1.991
400000002015,0430,M0108-300357,五轴加工中心DMU50C(北京),0.300,0.350,1.100
400000002105,0055,M0106-011841,五轴加工中心DMU50C(北京),0.692,0.158,1.797
400000002106,0055,M0106-011841,五轴加工中心DMU50C(北京),0.692,0.158,1.797
400000002432,0050,M0106-300272,五轴加工中心DMU50C(北京),0.558,0.150,15.500
400000002432,0055,M0106-300272,五轴加工中心DMU50C(北京),0.375,0.233,0.210
400000002432,0060,M0106-300272,五轴加工中心DMU50C(北京),0.092,0.267,0.233
400000002433,0050,M0106-300272,五轴加工中心DMU50C(北京),0.558,0.150,15.500
400000002433,0055,M0106-300272,五轴加工中心DMU50C(北京),0.375,0.233,0.210
400000002433,0060,M0106-300272,五轴加工中心DMU50C(北京),0.092,0.267,0.233
400000002448,0040,M0106-302360,五轴加工中心DMU50C(北京),1,0.200,0.600
400000002536,0040,M0106-302722,五轴加工中心DMU50C(北京),1,0.200,0.600
400000002537,0050,M0101-303100,五轴加工中心DMU50C(北京),1.025,0.083,1.890
400000002546,0050,M0101-303100,五轴加工中心DMU50C(北京),0.483,0.033,2.683
400000002563,0055,M0106-004487,五轴加工中心DMU50C(北京),0.058,0.200,35.300
400000002573,0030,M0201-105816,五轴加工中心DMU50C(北京),0.008,0.025,0.260
400000002656,0030,M0201-300736,五轴加工中心DMU50C(北京),0.500,0.100,3
400000002656,0035,M0201-300736,五轴加工中心DMU50C(北京),0.500,0.200,1
400000002657,0030,M0201-300736,五轴加工中心DMU50C(北京),0.500,0.100,3
400000002657,0035,M0201-300736,五轴加工中心DMU50C(北京),0.500,0.200,1
400000002658,0030,M0201-300736,五轴加工中心DMU50C(北京),0.500,0.100,3
400000002658,0035,M0201-300736,五轴加工中心DMU50C(北京),0.500,0.200,1
400000002659,0030,M0201-300736,五轴加工中心DMU50C(北京),0.500,0.100,3
400000002659,0035,M0201-300736,五轴加工中心DMU50C(北京),0.500,0.200,1
400000002660,0030,M0201-300736,五轴加工中心DMU50C(北京),0.500,0.100,3
400000002660,0035,M0201-300736,五轴加工中心DMU50C(北京),0.500,0.200,1
400000002663,0030,M0201-300736,五轴加工中心DMU50C(北京),0.500,0.100,3
400000002663,0035,M0201-300736,五轴加工中心DMU50C(北京),0.500,0.200,1
400000002664,0030,M0201-300736,五轴加工中心DMU50C(北京),0.500,0.100,3
400000002664,0035,M0201-300736,五轴加工中心DMU50C(北京),0.500,0.200,1
400000002677,0025,M0106-300959,五轴加工中心DMU50C(北京),0.400,0.200,0.300
400000002677,0030,M0106-300959,五轴加工中心DMU50C(北京),0.242,0.200,0.583
400000002677,0035,M0106-300959,五轴加工中心DMU50C(北京),0.260,0.233,0.250
400000002678,0025,M0106-300959,五轴加工中心DMU50C(北京),0.400,0.200,0.300
400000002678,0030,M0106-300959,五轴加工中心DMU50C(北京),0.242,0.200,0.583
400000002678,0035,M0106-300959,五轴加工中心DMU50C(北京),0.260,0.233,0.250
400000002679,0025,M0106-300959,五轴加工中心DMU50C(北京),0.400,0.200,0.300
400000002679,0030,M0106-300959,五轴加工中心DMU50C(北京),0.242,0.200,0.583
400000002679,0035,M0106-300959,五轴加工中心DMU50C(北京),0.260,0.233,0.250
400000002680,0025,M0106-300959,五轴加工中心DMU50C(北京),0.400,0.200,0.300
400000002680,0030,M0106-300959,五轴加工中心DMU50C(北京),0.242,0.200,0.583
400000002680,0035,M0106-300959,五轴加工中心DMU50C(北京),0.260,0.233,0.250
400000002681,0025,M0106-300959,五轴加工中心DMU50C(北京),0.400,0.200,0.300
400000002681,0030,M0106-300959,五轴加工中心DMU50C(北京),0.242,0.200,0.583
400000002681,0035,M0106-300959,五轴加工中心DMU50C(北京),0.260,0.233,0.250
400000002682,0025,M0106-300959,五轴加工中心DMU50C(北京),0.400,0.200,0.300
400000002682,0030,M0106-300959,五轴加工中心DMU50C(北京),0.242,0.200,0.583
400000002682,0035,M0106-300959,五轴加工中心DMU50C(北京),0.260,0.233,0.250
400000002683,0025,M0106-300959,五轴加工中心DMU50C(北京),0.400,0.200,0.300
400000002683,0030,M0106-300959,五轴加工中心DMU50C(北京),0.242,0.200,0.583
400000002683,0035,M0106-300959,五轴加工中心DMU50C(北京),0.260,0.233,0.250
400000002684,0030,M0106-300271,五轴加工中心DMU50C(北京),0.408,0.200,1.400
400000002684,0035,M0106-300271,五轴加工中心DMU50C(北京),0.242,0.233,0.537
400000002685,0030,M0106-300271,五轴加工中心DMU50C(北京),0.408,0.200,1.400
400000002685,0035,M0106-300271,五轴加工中心DMU50C(北京),0.242,0.233,0.537
400000002686,0030,M0106-300271,五轴加工中心DMU50C(北京),0.408,0.200,1.400
400000002686,0035,M0106-300271,五轴加工中心DMU50C(北京),0.242,0.233,0.537
400000002689,0030,M0106-300271,五轴加工中心DMU50C(北京),0.408,0.200,1.400
400000002689,0035,M0106-300271,五轴加工中心DMU50C(北京),0.242,0.233,0.537
400000002903,0015,M0201-301179,五轴加工中心DMU50C(北京),0.400,0.100,21
400000002903,0020,M0201-301179,五轴加工中心DMU50C(北京),0.400,0.200,8
400000002958,0040,M0106-303420,五轴加工中心DMU50C(北京),0.192,0.217,9.320
700000000760,0050,M0106-301984,五轴加工中心DMU50C(北京),0.450,0.250,0.137
800000005985,0050,M0106-300260,五轴加工中心DMU50C(北京),0.350,0.017,0.065
800000005985,0055,M0106-300260,五轴加工中心DMU50C(北京),0.650,0.100,0.437
800000009183,0030,M0106-008722,五轴加工中心DMU50C(北京),0.133,0.242,0.748
800000010656,0010,M0101-7935,五轴加工中心DMU50C(北京),0.450,0.167,3.008
800000010656,0015,M0101-7935,五轴加工中心DMU50C(北京),0.450,0.150,0.240
800000014435,0035,M0101-101473,五轴加工中心DMU50C(北京),0.200,0.267,0.464
800000014438,0035,M0101-101473,五轴加工中心DMU50C(北京),0.200,0.267,0.464
800000014443,0035,M0101-101473,五轴加工中心DMU50C(北京),0.200,0.267,0.464
800000014646,0010,M0106-301803,五轴加工中心DMU50C(北京),0.242,0.408,3.307
800000014646,0015,M0106-301803,五轴加工中心DMU50C(北京),0.192,0.308,0.344
800000015194,0070,M0106-303230,五轴加工中心DMU50C(北京),0.483,0.033,0.490
800000015195,0070,M0106-303230,五轴加工中心DMU50C(北京),0.483,0.033,0.490
800000015196,0070,M0106-303230,五轴加工中心DMU50C(北京),0.483,0.033,0.490
800000015197,0070,M0106-303230,五轴加工中心DMU50C(北京),0.483,0.033,0.490
800000015238,0215,M0106-303012,五轴加工中心DMU50C(北京),0.200,0.175,0.384
800000015314,0310,M0106-303255,五轴加工中心DMU50C(北京),0.117,0.467,1.093
800000015314,0315,M0106-303255,五轴加工中心DMU50C(北京),0.417,0.242,0.446
800000015314,0825,M0106-303255,五轴加工中心DMU50C(北京),0.225,0.467,3.103
800000015314,0830,M0106-303255,五轴加工中心DMU50C(北京),0.225,0.300,3.940
800000015315,0310,M0106-303255,五轴加工中心DMU50C(北京),0.117,0.467,1.093
800000015315,0315,M0106-303255,五轴加工中心DMU50C(北京),0.417,0.242,0.446
800000015315,0825,M0106-303255,五轴加工中心DMU50C(北京),0.225,0.467,3.103
800000015315,0830,M0106-303255,五轴加工中心DMU50C(北京),0.225,0.300,3.940
800000015316,0310,M0106-303255,五轴加工中心DMU50C(北京),0.117,0.467,1.093
800000015316,0315,M0106-303255,五轴加工中心DMU50C(北京),0.417,0.242,0.446
800000015316,0825,M0106-303255,五轴加工中心DMU50C(北京),0.225,0.467,3.103
800000015316,0830,M0106-303255,五轴加工中心DMU50C(北京),0.225,0.300,3.940
800000015384,0050,M0106-302025,五轴加工中心DMU50C(北京),0.308,0.183,0.467
800000015385,0050,M0106-302025,五轴加工中心DMU50C(北京),0.308,0.183,0.467
800000015389,0110,M0202-300159,五轴加工中心DMU50C(北京),0.717,0.233,1.747
800000015390,0015,M0202-300162,五轴加工中心DMU50C(北京),0.317,0.200,0.362
800000015391,0050,M0202-300265,五轴加工中心DMU50C(北京),0.050,0,0.959
800000015392,0050,M0202-300266,五轴加工中心DMU50C(北京),0.050,0,0.756
800000015406,0035,M0202-303144,五轴加工中心DMU50C(北京),0.383,0.100,0.227
800000015406,0040,M0202-303144,五轴加工中心DMU50C(北京),0.050,0.183,1.224
800000015632,0050,M0106-302025,五轴加工中心DMU50C(北京),0.308,0.183,0.467
800000015633,0050,M0106-302025,五轴加工中心DMU50C(北京),0.308,0.183,0.467
800000015634,0050,M0106-302025,五轴加工中心DMU50C(北京),0.308,0.183,0.467
800000015635,0050,M0106-302025,五轴加工中心DMU50C(北京),0.308,0.183,0.467
800000015636,0050,M0106-302025,五轴加工中心DMU50C(北京),0.308,0.183,0.467
800000015637,0050,M0106-302025,五轴加工中心DMU50C(北京),0.308,0.183,0.467
800000015638,0050,M0106-302025,五轴加工中心DMU50C(北京),0.308,0.183,0.467
800000015639,0050,M0106-302025,五轴加工中心DMU50C(北京),0.308,0.183,0.467
800000015640,0050,M0106-302025,五轴加工中心DMU50C(北京),0.308,0.183,0.467
800000015641,0050,M0106-302025,五轴加工中心DMU50C(北京),0.308,0.183,0.467
800000015642,0050,M0106-302025,五轴加工中心DMU50C(北京),0.308,0.183,0.467
800000015643,0050,M0106-302025,五轴加工中心DMU50C(北京),0.308,0.183,0.467
800000015644,0050,M0106-302025,五轴加工中心DMU50C(北京),0.308,0.183,0.467
800000015645,0050,M0106-302025,五轴加工中心DMU50C(北京),0.308,0.183,0.467
800000015646,0050,M0106-302025,五轴加工中心DMU50C(北京),0.308,0.183,0.467
800000015647,0050,M0106-302025,五轴加工中心DMU50C(北京),0.308,0.183,0.467
800000015648,0050,M0106-302025,五轴加工中心DMU50C(北京),0.308,0.183,0.467
800000015649,0050,M0106-302025,五轴加工中心DMU50C(北京),0.308,0.183,0.467
800000015650,0050,M0106-302025,五轴加工中心DMU50C(北京),0.308,0.183,0.467
800000015651,0050,M0106-302025,五轴加工中心DMU50C(北京),0.308,0.183,0.467
800000015652,0050,M0106-302025,五轴加工中心DMU50C(北京),0.308,0.183,0.467
800000015653,0050,M0106-302025,五轴加工中心DMU50C(北京),0.308,0.183,0.467
800000015654,0050,M0106-302025,五轴加工中心DMU50C(北京),0.308,0.183,0.467
800000015655,0050,M0106-302025,五轴加工中心DMU50C(北京),0.308,0.183,0.467
800000015755,0010,M0201-301703,五轴加工中心DMU50C(北京),0.500,0.200,0.500
800000015755,0015,M0201-301703,五轴加工中心DMU50C(北京),0.500,0.200,4
800000015756,0010,M0201-301703,五轴加工中心DMU50C(北京),0.500,0.200,0.500
800000015756,0015,M0201-301703,五轴加工中心DMU50C(北京),0.500,0.200,4
100000224060,0705,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.100
100000224060,0710,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.900
100000224060,0715,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,1
100000319189,0705,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.100
100000319189,0710,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.900
100000319189,0715,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,1
100000322520,0705,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.100
100000322520,0710,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.900
100000322520,0715,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,1
100000323163,0705,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.100
100000323163,0710,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.900
100000323163,0715,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,1
100000323164,0705,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.100
100000323164,0710,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.900
100000323164,0715,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,1
100000323184,0705,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.100
100000323184,0710,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.900
100000323184,0715,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,1
100000323185,0705,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.100
100000323185,0710,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.900
100000323185,0715,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,1
100000338331,0705,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.100
100000338331,0710,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.900
100000338331,0715,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,1
100000338550,0705,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.100
100000338550,0710,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.900
100000338550,0715,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,1
100000338980,0705,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.100
100000338980,0710,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.900
100000338980,0715,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,1
100000338981,0705,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.100
100000338981,0710,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.900
100000338981,0715,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,1
100000339027,0715,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,1
100000339033,0715,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,1
100000347418,0705,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.100
100000347418,0710,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.900
100000347418,0715,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,1
100000347422,0705,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.100
100000347422,0710,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.900
100000347422,0715,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,1
100000347432,0705,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.100
100000347432,0710,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.900
100000347432,0715,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,1
100000347467,0705,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.100
100000347467,0715,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,1
100000347531,0705,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.100
100000347531,0715,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,1
100000347592,0705,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.100
100000347592,0715,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,1
100000347674,0705,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.100
100000347674,0710,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.900
100000347674,0715,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,1
100000347684,0705,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.100
100000347684,0710,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.900
100000347684,0715,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,1
100000347819,0705,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.100
100000347819,0710,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.900
100000347819,0715,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,1
100000347820,0705,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.100
100000347820,0710,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.900
100000347820,0715,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,1
100000353481,0705,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.100
100000353481,0715,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,1
100000365865,0705,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.100
100000365865,0710,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.900
100000365865,0715,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,1
100000365901,0705,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,0.100
100000365901,0715,M0106-009629,五轴加工中心DMU50C-FIU（北京）,0.500,0.100,1
