订单,活动,物料,工序短文本,标准值1,标准值2,标准值3
100000465233,0010,M0101-7261,数控立式车床KV600（北京）,0.459,0.100,0.220
100000465233,0012,M0101-7261,数控立式车床KV600（北京）,0.459,0.100,0.260
100000469493,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000469601,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000469602,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000469603,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000469604,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000469605,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000469606,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000469607,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000469608,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000469609,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000469610,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000469611,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000469612,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000469613,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000469614,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000469615,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000469865,0010,M0106-006179,数控立式车床KV600（北京）,0.450,0.100,1
100000469865,0015,M0106-006179,数控立式车床KV600（北京）,0.410,0.150,0.540
100000470115,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000470116,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000470117,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000470118,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000470119,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000470120,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000470121,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000470122,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000470123,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000470124,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000470125,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000474053,0020,M0106-008222,数控立式车床KV600（北京）,0.442,0.134,0.660
100000474053,0025,M0106-008222,数控立式车床KV600（北京）,0.492,0.300,1.340
100000474068,0020,M0106-008222,数控立式车床KV600（北京）,0.442,0.134,0.660
100000474068,0025,M0106-008222,数控立式车床KV600（北京）,0.492,0.300,1.340
100000474072,0020,M0106-008222,数控立式车床KV600（北京）,0.442,0.134,0.660
100000474195,0020,M0106-008222,数控立式车床KV600（北京）,0.442,0.134,0.660
100000474195,0025,M0106-008222,数控立式车床KV600（北京）,0.492,0.300,1.340
100000474225,0020,M0106-008222,数控立式车床KV600（北京）,0.442,0.134,0.660
100000474225,0025,M0106-008222,数控立式车床KV600（北京）,0.492,0.300,1.340
100000474227,0020,M0106-008222,数控立式车床KV600（北京）,0.442,0.134,0.660
100000474262,0020,M0106-011446,数控立式车床KV600（北京）,0.500,0.100,0.400
100000474262,0025,M0106-011446,数控立式车床KV600（北京）,0.500,0.110,0.440
100000474262,0030,M0106-011446,数控立式车床KV600（北京）,0.500,0.080,0.320
100000474262,0035,M0106-011446,数控立式车床KV600（北京）,0.500,0.090,0.360
100000474263,0015,M0106-011445,数控立式车床KV600（北京）,0.500,0.300,1.200
100000474263,0020,M0106-011445,数控立式车床KV600（北京）,0.500,0.300,1.200
100000474263,0025,M0106-011445,数控立式车床KV600（北京）,0.200,0.200,0.800
100000474263,0030,M0106-011445,数控立式车床KV600（北京）,0.200,0.200,0.800
800000011113,0005,M0106-006151,数控立式车床KV600（北京）,0.100,0.150,0.120
800000011113,0010,M0106-006151,数控立式车床KV600（北京）,0.450,0.050,0.100
800000011113,0015,M0106-006151,数控立式车床KV600（北京）,0.450,0.050,0.060
800000011113,0020,M0106-006151,数控立式车床KV600（北京）,0.200,0.200,0.900
800000011113,0025,M0106-006151,数控立式车床KV600（北京）,0.450,0.100,0.300
100000485324,0005,M0106-004558,数控立式车床KV600（北京）,0.475,0.300,0.540
100000485324,0010,M0106-004558,数控立式车床KV600（北京）,0.475,0.100,1.020
100000485324,0015,M0106-004558,数控立式车床KV600（北京）,0.425,0.100,0.380
100000485324,0050,M0106-004558,数控立式车床KV600（北京）,0.475,0.100,0.640
100000485327,0015,M0101-4289,数控立式车床KV600（北京）,0.900,0.100,0.420
100000485416,0005,M0106-004558,数控立式车床KV600（北京）,0.475,0.300,0.540
100000485416,0010,M0106-004558,数控立式车床KV600（北京）,0.475,0.100,1.020
100000485416,0015,M0106-004558,数控立式车床KV600（北京）,0.425,0.100,0.380
100000485416,0050,M0106-004558,数控立式车床KV600（北京）,0.475,0.100,0.640
100000485456,0010,M0106-006179,数控立式车床KV600（北京）,0.450,0.100,1
100000485456,0015,M0106-006179,数控立式车床KV600（北京）,0.410,0.150,0.540
100000490835,0005,M0106-003491,数控立式车床KV600（北京）,0.500,0.050,0.200
100000490835,0010,M0106-003491,数控立式车床KV600（北京）,0.500,0.040,0.160
100000490835,0205,M0106-003491,数控立式车床KV600（北京）,0.500,0.070,0.280
100000490835,0210,M0106-003491,数控立式车床KV600（北京）,0.425,0.400,0.280
100000490835,0215,M0106-003491,数控立式车床KV600（北京）,0.500,0.100,0.400
100000490835,0220,M0106-003491,数控立式车床KV600（北京）,0.100,0.300,0.680
100000490837,0020,M0106-010523,数控立式车床KV600（北京）,0.584,0.048,0.192
100000490837,0025,M0106-010523,数控立式车床KV600（北京）,0.584,0.068,0.272
100000490837,0030,M0106-010523,数控立式车床KV600（北京）,0.584,0.072,0.288
100000490837,0035,M0106-010523,数控立式车床KV600（北京）,0.450,0.125,0.640
100000490969,0705,M0106-009681,数控立式车床KV600（北京）,0.434,0.325,4.260
100000502146,0015,M0101-4289,数控立式车床KV600（北京）,0.900,0.100,0.420
100000502180,0015,M0101-4289,数控立式车床KV600（北京）,0.900,0.100,0.420
100000502187,0015,M0101-4289,数控立式车床KV600（北京）,0.900,0.100,0.420
100000502206,0015,M0101-4289,数控立式车床KV600（北京）,0.900,0.100,0.420
100000502207,0015,M0101-4289,数控立式车床KV600（北京）,0.900,0.100,0.420
100000502224,0015,M0101-4289,数控立式车床KV600（北京）,0.900,0.100,0.420
100000502232,0015,M0101-4289,数控立式车床KV600（北京）,0.900,0.100,0.420
100000502264,0010,M0106-006179,数控立式车床KV600（北京）,0.450,0.100,1
100000502264,0015,M0106-006179,数控立式车床KV600（北京）,0.410,0.150,0.540
100000514220,0005,M0106-004558,数控立式车床KV600（北京）,0.475,0.300,0.540
100000514220,0010,M0106-004558,数控立式车床KV600（北京）,0.475,0.100,1.020
100000514220,0015,M0106-004558,数控立式车床KV600（北京）,0.425,0.100,0.380
100000514220,0050,M0106-004558,数控立式车床KV600（北京）,0.475,0.100,0.640
100000514251,0010,M0101-5420,数控立式车床KV600（北京）,0.600,0.400,2.120
100000514733,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000514781,0005,M0106-004558,数控立式车床KV600（北京）,0.475,0.300,0.540
100000514781,0010,M0106-004558,数控立式车床KV600（北京）,0.475,0.100,1.020
100000514781,0015,M0106-004558,数控立式车床KV600（北京）,0.425,0.100,0.380
100000514781,0050,M0106-004558,数控立式车床KV600（北京）,0.475,0.100,0.640
100000526659,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526659,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526659,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526659,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526660,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526660,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526660,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526660,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526661,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526661,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526661,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526661,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526662,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526662,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526662,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526662,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526663,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526663,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526663,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526663,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526664,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526664,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526664,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526664,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526665,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526665,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526665,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526665,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526666,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526666,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526666,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526666,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526667,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526667,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526667,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526667,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526668,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526668,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526668,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526668,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526669,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526669,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526669,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526669,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526847,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526847,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526847,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526847,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526848,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526848,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526848,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526848,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526849,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526849,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526849,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526849,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526850,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526850,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526850,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526850,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526851,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526851,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526851,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526851,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526852,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526852,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526852,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526852,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526853,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526853,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526853,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526853,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526854,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526854,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526854,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526854,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526855,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526855,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526855,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526855,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526856,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526856,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526856,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526856,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526857,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526857,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526857,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526857,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526858,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526858,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526858,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526858,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526859,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526859,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526859,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526859,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526860,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526860,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526860,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526860,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526861,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526861,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526861,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526861,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526862,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526862,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526862,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526862,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526863,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526863,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526863,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526863,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526864,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526864,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526864,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526864,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526865,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526865,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526865,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526865,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526866,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526866,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526866,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526866,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526867,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526867,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526867,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526867,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526868,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526868,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526868,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526868,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526869,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526869,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526869,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526869,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526870,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526870,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526870,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526870,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526871,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526871,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526871,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526871,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526872,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526872,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526872,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526872,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526873,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526873,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526873,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526873,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526874,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526874,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526874,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526874,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526875,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526875,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526875,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526875,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526876,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526876,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526876,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526876,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526877,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000526877,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000526877,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000526877,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000527015,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000527015,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000527015,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000527015,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000527016,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000527016,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000527016,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000527016,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000527017,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000527017,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000527017,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000527017,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000527018,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000527018,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000527018,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000527018,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000527019,0020,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.220
100000527019,0025,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000527019,0030,M0106-009158,数控立式车床KV600（北京）,0.450,0.200,3.420
100000527019,0035,M0106-009158,数控立式车床KV600（北京）,0.450,0.100,0.380
100000532118,0010,M0106-006179,数控立式车床KV600（北京）,0.450,0.100,1
100000532118,0015,M0106-006179,数控立式车床KV600（北京）,0.410,0.150,0.540
100000532235,0010,M0106-006179,数控立式车床KV600（北京）,0.450,0.100,1
100000532235,0015,M0106-006179,数控立式车床KV600（北京）,0.410,0.150,0.540
100000540342,0010,M0101-5420,数控立式车床KV600（北京）,0.600,0.400,2.120
100000540629,0010,M0106-006179,数控立式车床KV600（北京）,0.450,0.100,1
100000540629,0015,M0106-006179,数控立式车床KV600（北京）,0.410,0.150,0.540
100000540909,0010,M0106-006179,数控立式车床KV600（北京）,0.450,0.100,1
100000540909,0015,M0106-006179,数控立式车床KV600（北京）,0.410,0.150,0.540
100000549813,0015,M0101-4289,数控立式车床KV600（北京）,0.900,0.100,0.420
100000549956,0015,M0101-4289,数控立式车床KV600（北京）,0.900,0.100,0.420
100000549957,0015,M0101-4289,数控立式车床KV600（北京）,0.900,0.100,0.420
100000550229,0015,M0101-4289,数控立式车床KV600（北京）,0.900,0.100,0.420
100000551050,0050,M0106-007751,数控立式车床KV600（北京）,0.459,0.067,0.100
100000551050,0055,M0106-007751,数控立式车床KV600（北京）,0.425,0.067,0.100
100000551050,0060,M0106-007751,数控立式车床KV600（北京）,0.459,0.109,0.140
100000551050,0065,M0106-007751,数控立式车床KV600（北京）,0.425,0.125,0.220
100000558376,0030,M0106-007775,数控立式车床KV600（北京）,0.475,0.084,0.760
100000558376,0035,M0106-007775,数控立式车床KV600（北京）,0.459,0.084,0.180
100000562399,0005,M0106-003491,数控立式车床KV600（北京）,0.500,0.050,0.200
100000562399,0010,M0106-003491,数控立式车床KV600（北京）,0.500,0.040,0.160
100000562399,0205,M0106-003491,数控立式车床KV600（北京）,0.500,0.070,0.280
100000562399,0210,M0106-003491,数控立式车床KV600（北京）,0.425,0.400,0.280
100000562399,0215,M0106-003491,数控立式车床KV600（北京）,0.500,0.100,0.400
100000562399,0220,M0106-003491,数控立式车床KV600（北京）,0.100,0.300,0.680
100000562401,0005,M0106-003491,数控立式车床KV600（北京）,0.500,0.050,0.200
100000562401,0010,M0106-003491,数控立式车床KV600（北京）,0.500,0.040,0.160
100000562401,0205,M0106-003491,数控立式车床KV600（北京）,0.500,0.070,0.280
100000562401,0210,M0106-003491,数控立式车床KV600（北京）,0.425,0.400,0.280
100000562401,0215,M0106-003491,数控立式车床KV600（北京）,0.500,0.100,0.400
100000562401,0220,M0106-003491,数控立式车床KV600（北京）,0.100,0.300,0.680
100000567798,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000567800,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000567850,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000567852,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000567854,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000567856,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000567857,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000567919,0030,M0106-006143,数控立式车床KV600（北京）,0.430,0.030,0.060
100000567919,0035,M0106-006143,数控立式车床KV600（北京）,0.500,0.030,0.920
100000567919,0040,M0106-006143,数控立式车床KV600（北京）,0.450,0.030,0.240
100000567920,0030,M0106-006143,数控立式车床KV600（北京）,0.430,0.030,0.060
100000567920,0035,M0106-006143,数控立式车床KV600（北京）,0.500,0.030,0.920
100000567920,0040,M0106-006143,数控立式车床KV600（北京）,0.450,0.030,0.240
100000567922,0030,M0106-006143,数控立式车床KV600（北京）,0.430,0.030,0.060
100000567922,0035,M0106-006143,数控立式车床KV600（北京）,0.500,0.030,0.920
100000567922,0040,M0106-006143,数控立式车床KV600（北京）,0.450,0.030,0.240
100000567990,0010,M0101-6012,数控立式车床KV600（北京）,1.250,0.525,1.940
100000568116,0030,M0106-007775,数控立式车床KV600（北京）,0.475,0.084,0.760
100000568116,0035,M0106-007775,数控立式车床KV600（北京）,0.459,0.084,0.180
100000568119,0030,M0106-007775,数控立式车床KV600（北京）,0.475,0.084,0.760
100000568119,0035,M0106-007775,数控立式车床KV600（北京）,0.459,0.084,0.180
100000568122,0030,M0106-007775,数控立式车床KV600（北京）,0.475,0.084,0.760
100000568122,0035,M0106-007775,数控立式车床KV600（北京）,0.459,0.084,0.180
100000568125,0030,M0106-007775,数控立式车床KV600（北京）,0.475,0.084,0.760
100000568125,0035,M0106-007775,数控立式车床KV600（北京）,0.459,0.084,0.180
100000568128,0030,M0106-007775,数控立式车床KV600（北京）,0.475,0.084,0.760
100000568128,0035,M0106-007775,数控立式车床KV600（北京）,0.459,0.084,0.180
